,Player,Team,Year,Conf,Age,Games,MP,PTS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MPpg,PTSpg,FGpg,3Ppg,FTpg,ORBpg,DRBpg,TRBpg,ASTpg,STLpg,BLKpg,TOVpg,PFpg,Target
669,Stan Kimbrough,DET,1989,EAST,23,10,50,16,7,16,0.438,0,0,0,2,2,1,4,3,7,5,4,0,4,4,5,1.6,0.7,0,0.2,0.4,0.3,0.7,0.5,0.4,0,0.4,0.4,0
670,Stacey King,CHI,1989,EAST,23,82,1777,728,267,530,0.504,0,1,0,194,267,0.727,169,215,384,87,38,58,119,215,21.67,8.9,3.26,0,2.37,2.06,2.62,4.7,1.1,0.46,0.71,1.45,2.62,1
671,Frank Kornet,MIL,1989,EAST,23,57,438,113,42,114,0.368,5,20,0.25,24,39,0.615,25,46,71,21,14,3,23,54,7.68,2,0.74,0.09,0.42,0.44,0.81,1.2,0.4,0.25,0.05,0.4,0.95,0
672,Jeff Lebo,SAS,1989,WEST,23,4,32,6,2,7,0.286,0,0,0,2,2,1,2,2,4,3,2,0,1,7,8,1.5,0.5,0,0.5,0.5,0.5,1,0.8,0.5,0,0.25,1.75,0
673,Tim Legler,PHO,1990,WEST,23,11,83,28,11,29,0.379,0,1,0,6,6,1,4,4,8,6,2,0,4,12,7.55,2.5,1,0,0.55,0.36,0.36,0.7,0.5,0.18,0,0.36,1.09,1
674,Gary Leonard,MIN,1989,EAST,22,22,127,32,13,31,0.419,0,1,0,6,14,0.429,10,17,27,1,3,9,8,26,5.77,1.5,0.59,0,0.27,0.45,0.77,1.2,0,0.14,0.41,0.36,1.18,1
675,Clifford Lett,CHI,1990,EAST,24,4,28,4,2,8,0.25,0,0,0,0,0,0,0,0,0,1,0,0,2,8,7,1,0.5,0,0,0,0,0,0.3,0,0,0.5,2,0
676,Todd Lichti,DEN,1989,WEST,23,79,1326,630,250,514,0.486,0,14,0,130,174,0.747,49,102,151,116,55,13,95,145,16.78,8,3.16,0,1.65,0.62,1.29,1.9,1.5,0.7,0.16,1.2,1.84,1
677,Roy Marble,ATL,1989,EAST,23,24,162,51,16,58,0.276,0,2,0,19,29,0.655,15,9,24,11,7,1,14,16,6.75,2.1,0.67,0,0.79,0.62,0.38,1,0.5,0.29,0.04,0.58,0.67,0
678,Šarūnas Marčiulionis*,GSW,1989,WEST,25,75,1695,905,289,557,0.519,10,39,0.256,317,403,0.787,84,137,221,121,94,7,137,230,22.6,12.1,3.85,0.13,4.23,1.12,1.83,2.9,1.6,1.25,0.09,1.83,3.07,1
679,Jeff Martin,LAC,1989,WEST,23,69,1351,433,170,414,0.411,2,15,0.133,91,129,0.705,78,81,159,44,41,16,47,97,19.58,6.3,2.46,0.03,1.32,1.13,1.17,2.3,0.6,0.59,0.23,0.68,1.41,0
680,Anthony Mason,NJN,1990,EAST,23,21,108,37,14,40,0.35,0,0,0,9,15,0.6,11,23,34,7,2,2,11,20,5.14,1.8,0.67,0,0.43,0.52,1.1,1.6,0.3,0.1,0.1,0.52,0.95,1
681,Bob McCann,DAL,1990,WEST,25,10,62,26,7,21,0.333,0,0,0,12,14,0.857,4,8,12,6,2,2,6,7,6.2,2.6,0.7,0,1.2,0.4,0.8,1.2,0.6,0.2,0.2,0.6,0.7,1
682,Mel McCants,LAL,1989,WEST,22,13,65,22,8,26,0.308,0,0,0,6,8,0.75,1,5,6,2,3,1,1,11,5,1.7,0.62,0,0.46,0.08,0.38,0.5,0.2,0.23,0.08,0.08,0.85,0
683,George McCloud,IND,1989,EAST,22,44,413,118,45,144,0.313,13,40,0.325,15,19,0.789,12,30,42,45,19,3,36,56,9.39,2.7,1.02,0.3,0.34,0.27,0.68,1,1,0.43,0.07,0.82,1.27,1
684,Carlton McKinney,LAC,1989,WEST,25,7,104,18,8,32,0.25,0,1,0,2,4,0.5,4,8,12,7,6,1,7,15,14.86,2.6,1.14,0,0.29,0.57,1.14,1.7,1,0.86,0.14,1,2.14,0
685,Scott Meents,SEA,1989,WEST,26,26,148,55,19,44,0.432,0,0,0,17,23,0.739,7,23,30,7,4,3,9,12,5.69,2.1,0.73,0,0.65,0.27,0.88,1.2,0.3,0.15,0.12,0.35,0.46,0
686,Sam Mitchell,MIN,1989,EAST,26,80,2414,1012,372,834,0.446,0,9,0,268,349,0.768,180,282,462,89,66,54,96,301,30.18,12.7,4.65,0,3.35,2.25,3.52,5.8,1.1,0.82,0.68,1.2,3.76,1
687,Mike Morrison,PHO,1989,WEST,22,36,153,72,23,68,0.338,2,7,0.286,24,30,0.8,7,13,20,11,2,0,23,20,4.25,2,0.64,0.06,0.67,0.19,0.36,0.6,0.3,0.06,0,0.64,0.56,0
688,John Morton,CLE,1989,EAST,22,37,402,146,48,161,0.298,7,30,0.233,43,62,0.694,7,25,32,67,18,4,51,30,10.86,3.9,1.3,0.19,1.16,0.19,0.68,0.9,1.8,0.49,0.11,1.38,0.81,1
689,Dyron Nix,IND,1989,EAST,22,20,109,39,14,39,0.359,0,0,0,11,16,0.688,8,18,26,5,3,1,7,15,5.45,2,0.7,0,0.55,0.4,0.9,1.3,0.3,0.15,0.05,0.35,0.75,0
690,Žarko Paspalj,SAS,1989,WEST,23,28,181,72,27,79,0.342,0,1,0,18,22,0.818,15,15,30,10,3,7,21,37,6.46,2.6,0.96,0,0.64,0.54,0.54,1.1,0.4,0.11,0.25,0.75,1.32,0
691,Kenny Payne,PHI,1989,EAST,23,35,216,114,47,108,0.435,4,10,0.4,16,18,0.889,11,15,26,10,7,6,20,37,6.17,3.3,1.34,0.11,0.46,0.31,0.43,0.7,0.3,0.2,0.17,0.57,1.06,1
692,Dražen Petrović*,POR,1989,WEST,25,77,967,583,207,427,0.485,34,74,0.459,135,160,0.844,50,61,111,116,23,2,96,134,12.56,7.6,2.69,0.44,1.75,0.65,0.79,1.4,1.5,0.3,0.03,1.25,1.74,1
693,Brian Quinnett,NYK,1989,EAST,23,31,193,40,19,58,0.328,0,2,0,2,3,0.667,9,19,28,11,3,4,4,27,6.23,1.3,0.61,0,0.06,0.29,0.61,0.9,0.4,0.1,0.13,0.13,0.87,1
694,J.R. Reid,CHH,1989,EAST,21,82,2757,908,358,814,0.44,0,5,0,192,289,0.664,199,492,691,101,92,54,172,292,33.62,11.1,4.37,0,2.34,2.43,6,8.4,1.2,1.12,0.66,2.1,3.56,1
695,Glen Rice,MIA,1989,EAST,22,77,2311,1048,470,1071,0.439,17,69,0.246,91,124,0.734,100,252,352,138,67,27,113,198,30.01,13.6,6.1,0.22,1.18,1.3,3.27,4.6,1.8,0.87,0.35,1.47,2.57,1
696,Pooh Richardson,MIN,1989,EAST,23,82,2581,938,426,925,0.461,23,83,0.277,63,107,0.589,55,162,217,554,133,25,141,143,31.48,11.4,5.2,0.28,0.77,0.67,1.98,2.6,6.8,1.62,0.3,1.72,1.74,1
697,Clifford Robinson,POR,1989,WEST,23,82,1565,746,298,751,0.397,12,44,0.273,138,251,0.55,110,198,308,72,53,53,129,226,19.09,9.1,3.63,0.15,1.68,1.34,2.41,3.8,0.9,0.65,0.65,1.57,2.76,1
698,David Robinson*,SAS,1989,WEST,24,82,3002,1993,690,1300,0.531,0,2,0,613,837,0.732,303,680,983,164,138,319,257,259,36.61,24.3,8.41,0,7.48,3.7,8.29,12,2,1.68,3.89,3.13,3.16,1
699,Doug Roth,WSB,1989,EAST,22,42,412,81,37,86,0.43,0,1,0,7,14,0.5,44,76,120,20,8,13,16,70,9.81,1.9,0.88,0,0.17,1.05,1.81,2.9,0.5,0.19,0.31,0.38,1.67,0
700,Donald Royal,MIN,1989,EAST,23,66,746,387,117,255,0.459,0,1,0,153,197,0.777,69,68,137,43,32,8,81,107,11.3,5.9,1.77,0,2.32,1.05,1.03,2.1,0.7,0.48,0.12,1.23,1.62,1
701,Delaney Rudd,UTA,1989,WEST,27,77,850,273,111,259,0.429,16,56,0.286,35,53,0.66,12,43,55,177,22,1,88,81,11.04,3.5,1.44,0.21,0.45,0.16,0.56,0.7,2.3,0.29,0.01,1.14,1.05,1
702,Jeff Sanders,CHI,1989,EAST,24,31,182,28,13,40,0.325,0,0,0,2,4,0.5,17,22,39,9,4,4,15,27,5.87,0.9,0.42,0,0.06,0.55,0.71,1.3,0.3,0.13,0.13,0.48,0.87,1
703,Dexter Shouse,PHI,1989,EAST,26,3,18,0,0,4,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,6,0,0,0,0,0,0,0,0.7,0.33,0.33,0.67,0.67,0
704,Charles Smith,BOS,1989,EAST,22,60,519,171,59,133,0.444,0,7,0,53,76,0.697,14,55,69,103,35,3,36,75,8.65,2.9,0.98,0,0.88,0.23,0.92,1.2,1.7,0.58,0.05,0.6,1.25,1
705,Michael Smith,BOS,1989,EAST,24,65,620,327,136,286,0.476,2,28,0.071,53,64,0.828,40,60,100,79,9,1,54,51,9.54,5,2.09,0.03,0.82,0.62,0.92,1.5,1.2,0.14,0.02,0.83,0.78,1
706,Jay Taylor,NJN,1989,EAST,22,17,114,51,21,52,0.404,3,13,0.231,6,9,0.667,5,6,11,5,5,3,10,9,6.71,3,1.24,0.18,0.35,0.29,0.35,0.6,0.3,0.29,0.18,0.59,0.53,0
707,Leonard Taylor,GSW,1989,WEST,23,10,37,11,0,6,0,0,1,0,11,16,0.688,4,8,12,1,0,0,5,4,3.7,1.1,0,0,1.1,0.4,0.8,1.2,0.1,0,0,0.5,0.4,0
708,Henry Turner,SAC,1989,WEST,23,36,315,156,58,122,0.475,0,3,0,40,65,0.615,22,28,50,22,17,7,26,40,8.75,4.3,1.61,0,1.11,0.61,0.78,1.4,0.6,0.47,0.19,0.72,1.11,0
709,Gary Voce,CLE,1989,EAST,24,1,4,2,1,3,0.333,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,2,1,0,0,2,0,2,0,0,0,0,0,0
710,Alexander Volkov,ATL,1989,EAST,25,72,937,357,137,284,0.482,13,34,0.382,70,120,0.583,52,67,119,83,36,22,52,166,13.01,5,1.9,0.18,0.97,0.72,0.93,1.7,1.2,0.5,0.31,0.72,2.31,0
711,Doug West,MIN,1989,EAST,22,52,378,135,53,135,0.393,3,11,0.273,26,32,0.813,24,46,70,18,10,6,31,61,7.27,2.6,1.02,0.06,0.5,0.46,0.88,1.3,0.3,0.19,0.12,0.6,1.17,1
712,Randy White,DAL,1989,WEST,22,55,707,237,93,252,0.369,1,14,0.071,50,89,0.562,78,95,173,21,24,6,47,124,12.85,4.3,1.69,0.02,0.91,1.42,1.73,3.1,0.4,0.44,0.11,0.85,2.25,1
713,Mike Williams,SAC,1989,WEST,26,21,102,15,6,18,0.333,0,1,0,3,6,0.5,5,18,23,2,3,7,3,30,4.86,0.7,0.29,0,0.14,0.24,0.86,1.1,0.1,0.14,0.33,0.14,1.43,0
714,Haywoode Workman,ATL,1990,EAST,24,6,16,6,2,3,0.667,0,0,0,2,2,1,0,3,3,2,3,0,0,3,2.67,1,0.33,0,0.33,0,0.5,0.5,0.3,0.5,0,0,0.5,1
715,Alaa Abdelnaby,POR,1990,WEST,22,43,290,135,55,116,0.474,0,0,0,25,44,0.568,27,62,89,12,4,12,22,39,6.74,3.1,1.28,0,0.58,0.63,1.44,2.1,0.3,0.09,0.28,0.51,0.91,1
716,Mahmoud Abdul-Rauf,DEN,1990,WEST,21,67,1505,942,417,1009,0.413,24,100,0.24,84,98,0.857,34,87,121,206,55,4,110,149,22.46,14.1,6.22,0.36,1.25,0.51,1.3,1.8,3.1,0.82,0.06,1.64,2.22,1
717,Keith Askins,MIA,1990,EAST,23,39,266,86,34,81,0.42,6,25,0.24,12,25,0.48,30,38,68,19,16,13,11,46,6.82,2.2,0.87,0.15,0.31,0.77,0.97,1.7,0.5,0.41,0.33,0.28,1.18,1
718,Miloš Babić,CLE,1990,EAST,22,12,52,19,6,19,0.316,0,0,0,7,12,0.583,6,3,9,4,1,1,5,7,4.33,1.6,0.5,0,0.58,0.5,0.25,0.8,0.3,0.08,0.08,0.42,0.58,0
719,Cedric Ball,LAC,1990,WEST,22,7,26,8,3,8,0.375,0,0,0,2,2,1,5,6,11,0,0,2,2,5,3.71,1.1,0.43,0,0.29,0.71,0.86,1.6,0,0,0.29,0.29,0.71,0
720,Lance Blanks,DET,1990,EAST,24,38,214,64,26,61,0.426,2,16,0.125,10,14,0.714,4,16,20,26,9,2,18,35,5.63,1.7,0.68,0.05,0.26,0.11,0.42,0.5,0.7,0.24,0.05,0.47,0.92,1
721,Anthony Bonner,SAC,1990,WEST,22,34,750,250,103,230,0.448,0,0,0,44,76,0.579,59,102,161,49,39,5,41,62,22.06,7.4,3.03,0,1.29,1.74,3,4.7,1.4,1.15,0.15,1.21,1.82,1
722,Dee Brown,BOS,1990,EAST,22,82,1945,712,284,612,0.464,7,34,0.206,137,157,0.873,41,141,182,344,83,14,137,161,23.72,8.7,3.46,0.09,1.67,0.5,1.72,2.2,4.2,1.01,0.17,1.67,1.96,1
723,Jud Buechler,NJN,1990,EAST,22,74,859,232,94,226,0.416,1,4,0.25,43,66,0.652,61,80,141,51,33,15,26,79,11.61,3.1,1.27,0.01,0.58,0.82,1.08,1.9,0.7,0.45,0.2,0.35,1.07,1
724,Matt Bullard,HOU,1991,EAST,23,18,63,39,14,31,0.452,0,3,0,11,17,0.647,6,8,14,2,3,0,3,10,3.5,2.2,0.78,0,0.61,0.33,0.44,0.8,0.1,0.17,0,0.17,0.56,1
725,Willie Burton,MIA,1990,EAST,22,76,1928,915,341,773,0.441,4,30,0.133,229,293,0.782,111,151,262,107,72,24,144,275,25.37,12,4.49,0.05,3.01,1.46,1.99,3.4,1.4,0.95,0.32,1.89,3.62,1
726,Rick Calloway,SAC,1990,WEST,24,64,678,205,75,192,0.391,0,2,0,55,79,0.696,25,53,78,61,22,7,51,98,10.59,3.2,1.17,0,0.86,0.39,0.83,1.2,1,0.34,0.11,0.8,1.53,0
727,Elden Campbell,LAL,1990,WEST,22,52,380,144,56,123,0.455,0,0,0,32,49,0.653,40,56,96,10,11,38,16,71,7.31,2.8,1.08,0,0.62,0.77,1.08,1.8,0.2,0.21,0.73,0.31,1.37,1
728,Duane Causwell,SAC,1990,WEST,22,76,1719,525,210,413,0.508,0,0,0,105,165,0.636,141,250,391,69,49,148,96,225,22.62,6.9,2.76,0,1.38,1.86,3.29,5.1,0.9,0.64,1.95,1.26,2.96,1
729,Cedric Ceballos,PHO,1990,WEST,21,63,730,519,204,419,0.487,1,6,0.167,110,166,0.663,77,73,150,35,22,5,69,70,11.59,8.2,3.24,0.02,1.75,1.22,1.16,2.4,0.6,0.35,0.08,1.1,1.11,1
730,Richard Coffey,MIN,1990,EAST,25,52,320,68,28,75,0.373,0,1,0,12,22,0.545,42,37,79,3,6,4,5,45,6.15,1.3,0.54,0,0.23,0.81,0.71,1.5,0.1,0.12,0.08,0.1,0.87,0
731,Derrick Coleman,NJN,1990,EAST,23,74,2602,1364,514,1100,0.467,13,38,0.342,323,442,0.731,269,490,759,163,71,99,217,217,35.16,18.4,6.95,0.18,4.36,3.64,6.62,10.3,2.2,0.96,1.34,2.93,2.93,1
732,Bimbo Coles,MIA,1990,EAST,22,82,1355,401,162,393,0.412,6,34,0.176,71,95,0.747,56,97,153,232,65,12,98,149,16.52,4.9,1.98,0.07,0.87,0.68,1.18,1.9,2.8,0.79,0.15,1.2,1.82,1
733,Anthony Cook,DEN,1990,WEST,23,58,1121,307,118,283,0.417,0,3,0,71,129,0.55,134,192,326,26,35,72,50,100,19.33,5.3,2.03,0,1.22,2.31,3.31,5.6,0.4,0.6,1.24,0.86,1.72,1
734,Tony Dawson,SAC,1991,WEST,23,4,17,9,4,7,0.571,1,1,1,0,0,0,2,0,2,0,0,0,1,0,4.25,2.3,1,0.25,0,0.5,0,0.5,0,0,0,0.25,0,0
735,Mario Elie,PHI,1990,EAST,27,33,644,237,79,159,0.497,4,10,0.4,75,89,0.843,46,64,110,45,19,10,30,85,19.52,7.2,2.39,0.12,2.27,1.39,1.94,3.3,1.4,0.58,0.3,0.91,2.58,1
736,A.J. English,WSB,1990,EAST,23,70,1443,616,251,572,0.439,3,31,0.097,111,157,0.707,66,81,147,177,25,15,114,127,20.61,8.8,3.59,0.04,1.59,0.94,1.16,2.1,2.5,0.36,0.21,1.63,1.81,0
737,Danny Ferry,CLE,1990,EAST,24,81,1661,697,275,643,0.428,23,77,0.299,124,152,0.816,99,187,286,142,43,25,120,230,20.51,8.6,3.4,0.28,1.53,1.22,2.31,3.5,1.8,0.53,0.31,1.48,2.84,1
738,Greg Foster,WSB,1990,EAST,22,54,606,236,97,211,0.46,0,5,0,42,61,0.689,52,99,151,37,12,22,45,112,11.22,4.4,1.8,0,0.78,0.96,1.83,2.8,0.7,0.22,0.41,0.83,2.07,1
739,Tate George,NJN,1990,EAST,22,56,594,192,80,193,0.415,0,2,0,32,40,0.8,19,28,47,104,25,5,42,58,10.61,3.4,1.43,0,0.57,0.34,0.5,0.8,1.9,0.45,0.09,0.75,1.04,1
740,Kendall Gill,CHH,1990,EAST,22,82,1944,906,376,836,0.45,2,14,0.143,152,182,0.835,105,158,263,303,104,39,163,186,23.71,11,4.59,0.02,1.85,1.28,1.93,3.2,3.7,1.27,0.48,1.99,2.27,1
741,Gerald Glass,MIN,1990,EAST,23,51,606,352,149,340,0.438,2,17,0.118,52,76,0.684,54,48,102,42,28,9,41,76,11.88,6.9,2.92,0.04,1.02,1.06,0.94,2,0.8,0.55,0.18,0.8,1.49,1
742,Dan Godfread,MIN,1990,EAST,23,10,20,13,5,12,0.417,0,1,0,3,4,0.75,0,2,2,0,1,4,0,5,2,1.3,0.5,0,0.3,0,0.2,0.2,0,0.1,0.4,0,0.5,0
743,Jim Grandholm,DAL,1990,WEST,30,26,168,79,30,58,0.517,9,17,0.529,10,21,0.476,20,30,50,8,2,8,11,33,6.46,3,1.15,0.35,0.38,0.77,1.15,1.9,0.3,0.08,0.31,0.42,1.27,0
744,Tony Harris,PHI,1991,EAST,23,6,41,10,4,16,0.25,0,2,0,2,4,0.5,0,1,1,0,1,0,3,5,6.83,1.7,0.67,0,0.33,0,0.17,0.2,0,0.17,0,0.5,0.83,1
745,Steve Henson,MIL,1990,EAST,22,68,690,214,79,189,0.418,18,54,0.333,38,42,0.905,14,37,51,131,32,0,43,83,10.15,3.1,1.16,0.26,0.56,0.21,0.54,0.8,1.9,0.47,0,0.63,1.22,1
746,Sean Higgins,SAS,1990,WEST,22,50,464,225,97,212,0.458,3,19,0.158,28,33,0.848,18,45,63,35,8,1,49,53,9.28,4.5,1.94,0.06,0.56,0.36,0.9,1.3,0.7,0.16,0.02,0.98,1.06,1
747,Tyrone Hill,GSW,1990,WEST,22,74,1192,390,147,299,0.492,0,0,0,96,152,0.632,157,226,383,19,33,30,72,264,16.11,5.3,1.99,0,1.3,2.12,3.05,5.2,0.3,0.45,0.41,0.97,3.57,1
748,Dave Jamerson,HOU,1990,EAST,23,37,202,113,43,113,0.381,5,19,0.263,22,27,0.815,9,21,30,27,6,1,20,24,5.46,3.1,1.16,0.14,0.59,0.24,0.57,0.8,0.7,0.16,0.03,0.54,0.65,1
749,Henry James,CLE,1991,EAST,25,37,505,300,112,254,0.441,24,60,0.4,52,72,0.722,26,53,79,32,15,5,37,59,13.65,8.1,3.03,0.65,1.41,0.7,1.43,2.1,0.9,0.41,0.14,1,1.59,1
750,Les Jepsen,GSW,1990,WEST,23,21,105,28,11,36,0.306,0,1,0,6,9,0.667,17,20,37,1,1,3,3,16,5,1.3,0.52,0,0.29,0.81,0.95,1.8,0,0.05,0.14,0.14,0.76,0
751,Alec Kessler,MIA,1990,EAST,24,78,1259,486,199,468,0.425,0,4,0,88,131,0.672,115,221,336,31,17,26,108,189,16.14,6.2,2.55,0,1.13,1.47,2.83,4.3,0.4,0.22,0.33,1.38,2.42,1
752,Bo Kimble,LAC,1990,WEST,24,62,1004,429,159,418,0.38,19,65,0.292,92,119,0.773,42,77,119,76,30,8,77,158,16.19,6.9,2.56,0.31,1.48,0.68,1.24,1.9,1.2,0.48,0.13,1.24,2.55,1
753,Negele Knight,PHO,1990,WEST,23,64,792,339,131,308,0.425,6,25,0.24,71,118,0.602,20,51,71,191,20,7,76,83,12.38,5.3,2.05,0.09,1.11,0.31,0.8,1.1,3,0.31,0.11,1.19,1.3,1
754,Kurk Lee,NJN,1990,EAST,23,48,265,66,19,71,0.268,3,15,0.2,25,28,0.893,7,23,30,34,11,2,20,39,5.52,1.4,0.4,0.06,0.52,0.15,0.48,0.6,0.7,0.23,0.04,0.42,0.81,0
755,Marcus Liberty,DEN,1990,WEST,22,76,1171,507,216,513,0.421,17,57,0.298,58,92,0.63,117,104,221,64,48,19,71,153,15.41,6.7,2.84,0.22,0.76,1.54,1.37,2.9,0.8,0.63,0.25,0.93,2.01,1
756,Ian Lockhart,PHO,1990,WEST,23,1,2,4,1,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0
757,Tony Massenburg,SAS,1990,WEST,23,35,161,82,27,60,0.45,0,0,0,28,45,0.622,23,35,58,4,4,9,13,26,4.6,2.3,0.77,0,0.8,0.66,1,1.7,0.1,0.11,0.26,0.37,0.74,1
758,Travis Mays,SAC,1990,WEST,22,64,2145,915,294,724,0.406,72,197,0.365,255,331,0.77,54,124,178,253,81,11,159,169,33.52,14.3,4.59,1.12,3.98,0.84,1.94,2.8,4,1.27,0.17,2.48,2.64,1
759,Terry Mills,DEN,1990,WEST,23,55,819,315,134,288,0.465,0,4,0,47,66,0.712,82,147,229,33,35,29,43,100,14.89,5.7,2.44,0,0.85,1.49,2.67,4.2,0.6,0.64,0.53,0.78,1.82,1
760,Chris Munk,UTA,1990,WEST,23,11,29,13,3,7,0.429,0,0,0,7,12,0.583,5,9,14,1,1,2,5,5,2.64,1.2,0.27,0,0.64,0.45,0.82,1.3,0.1,0.09,0.18,0.45,0.45,0
761,Jerrod Mustaf,NYK,1990,EAST,21,62,825,268,106,228,0.465,0,1,0,56,87,0.644,51,118,169,36,15,14,61,109,13.31,4.3,1.71,0,0.9,0.82,1.9,2.7,0.6,0.24,0.23,0.98,1.76,1
762,Dan O'Sullivan,UTA,1990,WEST,22,21,85,21,7,16,0.438,0,0,0,7,11,0.636,5,12,17,4,1,1,4,18,4.05,1,0.33,0,0.33,0.24,0.57,0.8,0.2,0.05,0.05,0.19,0.86,1
763,Alan Ogg,MIA,1991,EAST,23,31,261,54,24,55,0.436,0,2,0,6,10,0.6,15,34,49,2,6,27,8,53,8.42,1.7,0.77,0,0.19,0.48,1.1,1.6,0.1,0.19,0.87,0.26,1.71,1
764,Brian Oliver,PHI,1990,EAST,22,73,800,279,111,272,0.408,5,18,0.278,52,71,0.732,18,62,80,88,34,4,50,76,10.96,3.8,1.52,0.07,0.71,0.25,0.85,1.1,1.2,0.47,0.05,0.68,1.04,1
765,Gerald Paddio,CLE,1990,EAST,25,70,1181,504,212,506,0.419,6,24,0.25,74,93,0.796,38,80,118,90,20,6,71,71,16.87,7.2,3.03,0.09,1.06,0.54,1.14,1.7,1.3,0.29,0.09,1.01,1.01,1
766,Walter Palmer,UTA,1990,WEST,22,28,85,40,15,45,0.333,0,1,0,10,15,0.667,6,15,21,6,3,4,6,20,3.04,1.4,0.54,0,0.36,0.21,0.54,0.8,0.2,0.11,0.14,0.21,0.71,0
767,Gary Payton*,SEA,1990,WEST,22,82,2244,588,259,575,0.45,1,13,0.077,69,97,0.711,108,135,243,528,165,15,180,249,27.37,7.2,3.16,0.01,0.84,1.32,1.65,3,6.4,2.01,0.18,2.2,3.04,1
768,Kevin Pritchard,GSW,1990,WEST,23,62,773,243,88,229,0.384,5,31,0.161,62,77,0.805,16,49,65,81,30,8,59,104,12.47,3.9,1.42,0.08,1,0.26,0.79,1,1.3,0.48,0.13,0.95,1.68,1
769,Larry Robinson,WSB,1990,EAST,23,36,425,139,62,150,0.413,0,1,0,15,27,0.556,29,22,51,35,16,1,27,49,11.81,3.9,1.72,0,0.42,0.81,0.61,1.4,1,0.44,0.03,0.75,1.36,1
770,Rumeal Robinson,ATL,1990,EAST,24,47,674,265,108,242,0.446,2,11,0.182,47,80,0.588,20,51,71,132,32,8,76,65,14.34,5.6,2.3,0.04,1,0.43,1.09,1.5,2.8,0.68,0.17,1.62,1.38,1
771,Steve Scheffler,CHH,1990,EAST,23,39,227,59,20,39,0.513,0,0,0,19,21,0.905,21,24,45,9,6,2,4,20,5.82,1.5,0.51,0,0.49,0.54,0.62,1.2,0.2,0.15,0.05,0.1,0.51,1
772,Dwayne Schintzius,SAS,1990,WEST,22,42,398,158,68,155,0.439,0,2,0,22,40,0.55,28,93,121,17,2,29,34,64,9.48,3.8,1.62,0,0.52,0.67,2.21,2.9,0.4,0.05,0.69,0.81,1.52,1
773,Dennis Scott,ORL,1990,EAST,22,82,2336,1284,503,1183,0.425,125,334,0.374,153,204,0.75,62,173,235,134,62,25,127,203,28.49,15.7,6.13,1.52,1.87,0.76,2.11,2.9,1.6,0.76,0.3,1.55,2.48,1
774,Lionel Simmons,SAC,1990,WEST,22,79,2978,1421,549,1301,0.422,3,11,0.273,320,435,0.736,193,504,697,315,113,85,230,249,37.7,18,6.95,0.04,4.05,2.44,6.38,8.8,4,1.43,1.08,2.91,3.15,1
775,Tony Smith,LAL,1990,WEST,22,64,695,234,97,220,0.441,0,7,0,40,57,0.702,24,47,71,135,28,12,69,80,10.86,3.7,1.52,0,0.62,0.38,0.73,1.1,2.1,0.44,0.19,1.08,1.25,1
776,Felton Spencer,MIN,1990,EAST,23,81,2099,572,195,381,0.512,0,1,0,182,252,0.722,272,369,641,25,48,121,77,337,25.91,7.1,2.41,0,2.25,3.36,4.56,7.9,0.3,0.59,1.49,0.95,4.16,1
777,Irving Thomas,LAL,1990,WEST,25,26,108,46,17,50,0.34,0,0,0,12,21,0.571,14,17,31,10,4,1,13,24,4.15,1.8,0.65,0,0.46,0.54,0.65,1.2,0.4,0.15,0.04,0.5,0.92,0
778,Andy Toolson,UTA,1990,WEST,25,47,470,137,50,124,0.403,12,32,0.375,25,33,0.758,32,35,67,31,14,2,24,58,10,2.9,1.06,0.26,0.53,0.68,0.74,1.4,0.7,0.3,0.04,0.51,1.23,0
779,Loy Vaught,LAC,1990,WEST,22,73,1178,399,175,359,0.487,0,2,0,49,74,0.662,124,225,349,40,20,23,49,135,16.14,5.5,2.4,0,0.67,1.7,3.08,4.8,0.5,0.27,0.32,0.67,1.85,1
780,Stojko Vranković,BOS,1990,EAST,27,31,166,58,24,52,0.462,0,0,0,10,18,0.556,15,36,51,4,1,29,24,43,5.35,1.9,0.77,0,0.32,0.48,1.16,1.6,0.1,0.03,0.94,0.77,1.39,1
781,Jayson Williams,PHI,1990,EAST,22,52,508,182,72,161,0.447,1,2,0.5,37,56,0.661,41,70,111,16,9,6,40,92,9.77,3.5,1.38,0.02,0.71,0.79,1.35,2.1,0.3,0.17,0.12,0.77,1.77,1
782,Kenny Williams,IND,1990,EAST,21,75,527,220,93,179,0.52,0,3,0,34,50,0.68,56,75,131,31,11,31,41,81,7.03,2.9,1.24,0,0.45,0.75,1,1.7,0.4,0.15,0.41,0.55,1.08,1
783,Scott Williams,CHI,1990,EAST,22,51,337,127,53,104,0.51,1,2,0.5,20,28,0.714,42,56,98,16,12,13,23,51,6.61,2.5,1.04,0.02,0.39,0.82,1.1,1.9,0.3,0.24,0.25,0.45,1,1
784,Trevor Wilson,ATL,1990,EAST,22,25,162,55,21,70,0.3,0,2,0,13,26,0.5,16,24,40,11,5,1,17,13,6.48,2.2,0.84,0,0.52,0.64,0.96,1.6,0.4,0.2,0.04,0.68,0.52,1
